"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92"
"1",0.00419037307575335,0.00083323861298196,0.000986277150632727,0.000127279733723183,0.00123177139442268,-0.000861891430680567,-0.00118467676910655,-0.000752758830120411,0.00139700780133677,-0.000141528193680935,-0.000516971321255617,-0.00102102619644619,0.000725138692027056,0.000615601284917263,-6.59185314228694e-05,0.00029473964473765,0.000588062821019237,0.000626122913667135,0.000839171798550448,0.0004841835905579,0.000232233944346977,0.000156204901989407,5.19314713123516e-06,0.000934786237003095,0.000795704434108853,-0.000150932348420998,0.00051394506029165,0.000723276613397793,0.000809662556151456,0.000162429335486217,-0.00117130473897566,3.21358910235432e-05,-0.000110546050610392,0.00110586957658485,-0.000124927700986884,-0.000931694830057285,0.000584880943109451,-0.000931954973463139,0.00304304468504487,-0.000659491397610008,-0.00214413049960313,-0.000115417273002334,0.00151879300246962,-0.00110386776386452,-0.000585134235607962,-0.00195770886368646,-4.11483049994107e-05,-0.000703729046714322,8.44215768280547e-05,0.000493261220935305,0.000259774399892789,-0.000538114589992818,0.00057817766297909,0.00197237113230952,0.000965155796380392,-0.00348086799944033,-0.00236363912912724,-0.00293265758513748,0.000603970279432254,0.00195856610648841,0.000845789164230367,0.00078876430387328,4.56995336530887e-05,0.000152464774304524,0.00160888231628958,-0.000713696916378102,0.00100160503533686,-0.000599903757264334,-0.00106516126604186,-0.000369966908110554,-0.00275326844820156,-0.00179028058719214,0.000440633281211114,-0.000137659648748958,-0.000624219472138103,6.43079640863244e-05,0.00236016159138828,-0.00205305803529813,0.000117214717015394,0.000271229979555266,0.000128792313372063,-0.00145629474620492,-0.00139294005980154,-0.000544240700981022,-0.00013925463422723,-0.00015553634777653,-0.000128202726401248,-0.000718846888562603,-0.00162002328309397,0.00180328143018924,0.00179426068325918,-0.00103557432835038
"2",0.000833238612983293,0.0040920188615391,0.00280652305081235,0.000204840578045282,-0.000187770610511633,0.000222899107646548,-0.0011523067824,-0.000741899921592597,0.000963426675389897,-9.68140385424875e-05,0.000385750279807487,-0.000499122593207613,0.00169231785730945,0.0002940503431492,0.00122676237066859,0.00116224611580498,0.000969891040436218,0.000693938983662933,0.00212780371353045,0.0012258368407692,-0.000537583711074034,5.84798199528403e-05,-0.00150194441874676,0.00140988467933832,0.00234530624757207,-0.00108257114065479,0.00133234276943079,0.00101787674506848,-0.000355016807418136,-0.000964203406721805,0.000502952959927807,0.00152294071449362,-0.000469648055513136,-0.00131579261172411,-0.000261950110182138,-0.000396874008917897,-0.0003474631818903,0.000205025597922618,0.000903168452701644,-0.00153849016974963,-0.00138658717647448,-2.57747486047668e-05,0.000523653392345554,0.00045617461335274,-0.00167948952790009,-0.00115855510158387,-0.000576689956996438,-0.000772111268863564,0.00087207988143497,0.00198853380065785,0.000378856117414696,0.000587849076129793,-0.00247691646833326,-0.00105326561708472,-0.000420745309319725,-0.00186110932734718,-0.0017873169970327,0.000614909412966172,3.11585775692424e-05,0.00098073164129962,0.00141400328148378,0.00145600869440796,0.000257481462171875,-0.000497700446416476,-0.00171410030113211,-0.00162639141652201,-0.00161846977990189,-0.000325858017077846,0.00130682449416699,-0.00156554842455481,-0.00126201963967226,-0.000382660785077931,-0.000277309733392113,-0.000749868780384856,4.8030685772492e-05,0.000413771608116669,-0.000795834416026091,-0.00202330736090736,-0.000605210165700221,-0.000685591860922751,0.000113344222373362,-0.000951711216828663,0.00208530656672729,0.00114186922041708,-0.000927651554392227,0.000510068544374153,-0.000219600570324959,-0.00198507574390334,-0.000992857376976754,0.000667203258042869,0.000801812064123507,-0.000988665628119057
"3",0.000986277150641329,0.00280652305080974,0.00341930712998123,0.000454144460227425,0.000178111841611611,0.000220538844678229,-0.00108697358353616,-8.73024779215845e-06,0.000892256935748937,-0.000294164266853387,9.30916316187852e-05,-0.000636560065897393,0.0018087273692918,-5.19312504946808e-05,0.00109080189134529,0.000756132060972214,0.0011038052956818,0.00102314739930743,0.00161429304528578,0.000835833809126574,0.000176094019561564,0.000181270265050527,-0.00130754672633756,0.000617020466818604,0.00118404520812204,-0.000276036161155712,0.0010953774609224,0.0012250173310569,1.65023521290216e-05,-0.000833376848458566,0.000371150403093972,0.000776371797772934,-0.000666400984780931,-0.000904727748303443,-0.000531955932349537,-0.000267062981443028,-0.00032655354759958,-0.00036776650460002,0.000356270715650616,-0.00127210282973489,-0.00127104546364905,-0.000646863189605139,0.000900254547427711,0.000310855158415619,-0.00134461338474227,-0.00168860903292573,-0.000938636560837123,-0.00129224475160268,0.00113134923448203,0.00143784814478352,0.000620154455703197,0.00135723941833835,-0.00230364161031595,-0.00089208212199304,-0.00017333279429755,-0.001970235733969,-0.00143043193444403,-0.000383076425575755,-0.000369615133987704,0.00047732558302336,0.0016026609097507,0.00222345439073922,0.000255011073944975,-0.00122687139396327,-0.00155258388638454,-0.000643571578670051,-0.00167174958236883,-0.000536129801306578,0.00177122836486432,-0.00114244345108206,-0.000801833870537812,0.000269013297500245,-0.000435371976012741,-8.15249441716845e-05,0.000298262534864169,0.000328801812321676,-0.000844059113426927,-0.00117969734793922,-2.30236430341585e-05,-0.000905148450796999,0.000320055771189888,-0.000882313246987393,0.00179505706693923,0.000491866010573106,-0.0013111026119871,0.000760430428381753,-0.000363350656758377,-0.00151421655145631,-0.000797346595608012,0.000389864062652064,0.000811596912743178,-0.00138003784868082
"4",0.000127279733698857,0.000204840578045721,0.0004541444602309,0.00430834804956793,0.00150797976276379,0.000754422995733843,-0.00035409333089483,0.00142748713840517,-0.000733361289284105,-0.00071646791670314,-0.00121776781267959,-0.00241471578487662,0.000659436898249187,-0.00132553297199987,0.00055800079965495,0.000231857796445611,-0.000199400010967321,0.000200215629677066,0.00119810827649914,0.000483634810081739,0.000635971681249036,0.000427741789983654,0.000413629314015454,0.000112564649510485,0.000429866446936238,0.000830817011830769,0.000137707166417666,3.62944336519304e-05,0.00026693209553013,-0.0016041624329942,-9.24803620907039e-05,-0.000643523426774356,0.000571009310561968,0.00021185065219069,0.00019770748182437,-0.000250747786566751,0.000635808007485904,0.00013286293091334,-4.83099185632876e-05,-0.000435646967758083,-0.00107280931292335,-0.000481788288029545,0.000381307767536223,-0.000137107045322746,-0.00219571148113863,-0.00226259487003712,-0.00185684138322762,-2.95329928753611e-05,0.000441167314283303,-0.000735800533048569,0.00122150785135959,0.00194889031561938,-3.02253258966023e-06,0.000508726135306225,-1.81532962770538e-06,0.000237142916286163,-0.0016877195753949,-0.00316498851756265,-0.00082006802704646,-0.0013179979701826,-7.94884602e-05,-8.10941156411561e-05,0.000887745222330792,0.000468566275224317,-0.00127284087998225,0.000816575597608894,-0.00132234338388656,0.000204148474789592,-0.000724698072910289,-0.000382155989762716,-0.00214814137381598,0.00053082954928679,-0.00137556997503679,-0.00117695197711441,0.00060704330294535,0.000785735500848069,0.00101171449304482,0.000254997231624614,0.00125504403277837,-0.000135850863966162,0.000991063019496592,0.000791028959051172,-0.000629358418818162,0.000879767627719687,0.00119456894489684,0.000733603016342148,0.00172206065217009,-0.000439169186736523,0.000432325422114997,0.000251994196813201,-0.000346430314783054,0.000209773909872108
"5",0.00123177139442489,-0.000187770610530088,0.000178111841597557,0.0015079797627978,0.00737094494345548,0.00238451582943699,0.00115764563327999,0.000804636734703278,-0.00171335717403677,-0.000505034697045522,-0.000436552051716123,-0.00163861920598194,0.000110692695403514,-0.00120369143948782,-0.0016291859118738,-0.000221161982127141,-0.000184181680059255,0.000188141110485262,0.000652172802417437,2.94037643279238e-05,-0.000576888753490603,-0.000710043172727824,0.00035517951313751,-0.000349685748595483,-0.000136356975239092,3.23214905919878e-07,-0.000263562526653924,-9.34576059406535e-06,-0.000287515693577439,-0.00265140528034389,-0.000117740975856664,0.00189427171212003,0.000956073979780344,0.00342229280944408,-0.000625408658590406,-0.00146851309882047,0.00230102678947752,0.0013175216719805,-0.00135486492931535,-0.000616399558239603,-0.00143990151766797,-0.000101254718542198,-0.0001031442284929,-0.000212093621015078,-0.00235953424767504,-0.00372938484077566,0.0012382985611476,-0.000372020300161783,-0.00110766291371166,-0.00104597898209931,-0.000964585681365865,-7.90966996911414e-05,0.00191779414040306,0.000103137972072964,-0.000331622846928556,-0.000982794202049621,-0.00269334971838382,-0.00404407073690293,0.00152188377052684,0.00126754594649636,-0.000583454753975064,-0.00036071837418029,-0.000936757410793095,-0.000341919244405312,-0.00195477453799102,0.00346223070026143,0.00105179388141249,0.000868687782460625,-0.00120999426141825,0.00251943527669317,-0.00226996059172517,0.00154260253846323,-0.000117850769902802,0.000833964745463216,-0.000403598836468905,-0.00204342264861742,9.40957967098173e-05,0.00011506392750184,0.000117837636917904,0.000898950220904669,0.00233676834870695,0.00109871239952437,-0.00157923534142318,-0.000709619878355092,0.00161954676044808,0.00220747282693873,0.00101440555131123,-4.492774253902e-06,-0.000159331260311607,-0.00239348930397398,-0.000664599017590332,0.000499811904901115
"6",-0.000861891430708288,0.000222899107633842,0.0002205388446648,0.00075442299572884,0.00238451582939738,0.00714500164147174,0.00166866470897525,-0.00135852934286674,0.000719795539692446,-0.000924701873500959,0.00256709860796082,0.000728666881381172,-0.00164248415150932,-0.00235393361552753,0.00161048825965764,-0.00032750929090101,-0.000868644675647002,-0.00142636765083646,-0.000853986193673756,-0.000728405266386596,-0.00137155651734758,-0.000667317267459465,-0.000292268451727637,-0.000676843958420719,-0.000184809565628783,-0.000735255371482238,-0.00117345170017711,-0.00165553277481237,-0.000203568119649777,-0.000462642489010757,-0.000458903208408892,0.00169835546849281,0.000959240093344394,0.00115026634041837,-0.00066457710810365,0.000228923117919243,-0.000335764801585535,0.00205787124847839,-0.00080152451967293,0.000667126571623644,-0.00140906514248783,-0.000706226281448123,-0.00147889633444346,-0.000452507282271716,-0.00379883133127794,-0.00212945809714752,0.000480587971450597,0.000374534998282138,0.000540476516242966,0.000388179592499836,0.000591661076356794,-0.00030483965266709,0.000201715594785551,-0.000705316203041954,0.00156617135141367,0.000570100720355566,-0.00141219840890119,-0.0015122050737707,0.00292003055976956,0.0025948021875279,-0.000753033867480463,0.000754167456470147,-0.000313969782531333,-0.00054000671675336,-0.00154788561007047,-0.000281344869458769,-0.00244697493681421,0.00139835038713317,0.00317525481308431,0.000904589627600756,0.00049433007919027,0.000517982562362493,-0.000969470688246827,0.000675722081003423,0.00144176413455016,-0.00209956424323355,-0.00113256280774322,0.00034262543188447,-0.000874344106792023,0.00031845489381473,0.00363340964146503,-0.000496251346603989,-0.00128822124901131,0.000113007153707769,0.00118768616762494,0.00121942909535015,2.90067519093427e-05,-0.00176692807005247,-0.000579897548858386,-0.00113426775802157,-0.00084836516136306,0.000800932559550585
"7",-0.00118467676909544,-0.00115230678244024,-0.00108697358355152,-0.000354093330906749,0.00115764563328075,0.00166866470897493,0.0100708399148203,-0.000179253391886798,-0.0011571811346285,0.00502395455361181,0.000474447196824851,0.00328140578560632,-0.000480555497322041,-0.000754592349678749,-0.00139621113101436,-0.000723938892345502,-0.00120248918052395,-0.00105504633182679,-0.000435223079069379,-0.000481010266860475,-0.00061461236065638,-0.000820214107078238,0.000482598985073374,-1.56085484613172e-05,-0.00100451954404873,0.000289409728492778,-0.000482875901537642,-0.000804185211984638,-0.000834212871281666,2.34714836631419e-05,0.00448027691004769,0.00192027793853364,0.0040871714749744,0.0016427739931788,-0.00174499166092078,-0.000971364670365083,0.000505267103554017,0.000779924197753991,-0.00250067458336298,-0.000717039715902316,-0.00171100618903375,-0.000400921322007246,-0.000873117442142797,0.00459962722530652,-0.00211842347117008,-0.00185599606413915,0.000164512907065119,0.000718101978695933,-0.00138707552367709,-0.00125028062876372,-0.00155294145991202,-0.000630858843002854,-0.00102311355543806,-0.00253312141086944,-0.000731415349118618,-0.00271364500317012,0.00586834425861626,0.000269107879085433,0.00201150853799419,-0.00089587575742776,-0.00107235570035848,-0.00102978134146664,-0.000743331068702377,0.000530958250030207,0.00406846358071572,-0.0022512297409984,-0.00171933409875692,0.000364897794737788,-0.00216947732744182,0.0011489387824096,-0.00426020063756674,-0.000428058850338966,9.938602726673e-05,0.000927527910567852,-0.000499100226414366,-0.00139928078553299,-0.00105257510830164,0.00188705603586306,2.73554154819974e-05,0.000234453512090154,0.000634130249135777,-0.000107610262930194,-0.00204122352704423,-0.00131969590465018,0.000173404361111505,0.00239136648356781,0.000112875945285188,0.000138359095314294,0.000541118996846919,-0.000893109752693903,-0.000200748785393389,0.000224877946325163
"8",-0.000752758830111679,-0.000741899921602876,-8.73024777287988e-06,0.00142748713839029,0.000804636734711385,-0.00135852934286584,-0.000179253391893296,0.00591898593138231,-0.000906119629719345,0.00010654860649846,0.000337957054106731,0.00125279378488531,8.48227176268269e-05,-0.00119726278038076,7.89280343168757e-05,-0.000584341007319421,0.00103471381289171,0.00244730190700481,-9.60362961996388e-05,-0.000306933747772204,0.000418851643583691,0.000181395649702542,0.00111342831491395,-0.000710414834763129,-0.00118195431899439,0.00135922222183575,0.000627503849839307,0.00148397562270444,2.78160700388989e-05,-0.0018123482211686,0.000438284079026699,-0.00116192366048616,-0.00118403297512438,0.000490284534716072,-0.00159173390522257,0.000178494422816981,-0.000739186515702992,-0.000600094579547754,-0.00252576338826416,5.61505297525962e-06,-0.000885909843974423,2.25694235406312e-05,0.000124002779506903,0.000418742345235866,0.00174652770207813,-0.000421417560757376,-0.00133958251886099,-0.00114272179810748,-0.000105228676889893,-0.000948450942612349,-7.65682773285381e-05,0.00213403701955892,0.00328693836893786,-0.00197960924022902,0.000638578023905398,-0.00264704249737228,-0.000247464292587895,0.00153570390583001,-0.00132010473567549,-0.001807822868468,0.00010054936219082,-3.51565922528259e-05,0.000229678046038262,0.00390387922030518,-0.000950001431205721,0.00246277636843133,-0.00249325888544785,-0.00172276290423744,-0.00214403851798382,0.000478474408496457,-0.00204416434680397,-0.000310852004196675,-0.000700805629066222,-0.000169959543968951,0.000703977284430532,0.000600423198789304,0.000691745506591042,-9.42202394655904e-05,0.00183387716771048,-0.00036410245388207,3.45058080023605e-05,0.00059365707610398,-0.00174247181799266,0.00107402286467938,0.000364394416798198,3.32830977708461e-05,0.00143283852705452,-7.31923658851804e-05,-6.36944813674844e-05,-0.000372394092168622,-0.000527322165346111,0.000111155959782767
"9",0.00139700780133579,0.000963426675393051,0.000892256935744623,-0.000733361289305489,-0.00171335717403454,0.000719795539695873,-0.00115718113462098,-0.000906119629747336,0.00378170407730907,-0.000814424870464093,0.000391204951715471,0.00051228405571874,-0.000256400752700752,-0.000490805213118845,0.00127452324720388,0.00121160778805851,0.000440568160916673,0.000322712017463385,-2.55592636511569e-05,0.000809393184153429,0.00112472797740848,0.00105638154864923,-0.000158854950187046,0.00115253113438052,7.93670644814857e-05,-0.000242182893962307,0.000327901430471715,-1.62394599738714e-05,0.00130475130214666,0.000840075516882604,-0.000713178198198996,2.93417226933982e-05,-0.00169274472877246,-0.000967083193761102,-0.000911563944040047,0.000930797622789709,-0.00199112923553734,-0.000619840527805298,0.00169112479387276,0.000840324928938865,0.00023604108721706,-0.00100506767054373,7.60795369657058e-05,-0.000688928152333842,-0.00131151778338309,-0.000250880173059647,-0.000314831883990669,-0.000267155787516572,0.0014227151082351,0.00173099236626954,9.80311797836788e-05,-0.000402481334514622,0.000691181539143946,0.000830096137397789,0.00128349458362094,-0.000308215512428385,-0.000916532493041293,-2.43842918990215e-05,0.00101481875245032,0.00264080258866269,0.00105422798952383,0.00113561333640956,0.000628704952251441,0.000557675757863603,-4.03466677996643e-05,-0.00268874062772438,-0.00180572246502785,-0.0013495622661768,2.3226147493462e-05,-0.000733372542246087,-0.000566194278622554,-0.00242001009809412,-0.00065067662410352,-4.01661761675614e-05,-0.000261376512852401,0.000156544447510127,0.000184016310689109,-0.00121176934487406,-0.00114156287584162,-0.000811475298733551,0.000169145918894022,-0.00141335763608995,-0.00201470691151648,0.00102481823530016,-0.000845495087914857,-0.00104268553797683,-0.0010521935327697,-0.00116366462340241,-0.00091331778544856,0.00135269732016971,0.0021799114900457,0.000487520919344765
"10",-0.000141528193647587,-9.68140385639381e-05,-0.00029416426683716,-0.000716467916716522,-0.000505034697032949,-0.000924701873535596,0.0050239545535649,0.000106548606550442,-0.000814424870460654,0.0125896513048324,-0.000318068001186921,0.000513079655966336,-0.000770028105433679,0.00369452879562109,-0.000563888755665485,-0.000628835711661765,-0.000590868449780849,-0.000538863849785046,-0.00057798782484467,-0.00074547038890081,-0.000591195876383571,-0.000917959968853736,-0.000958878492059383,-0.000926563127634466,-0.000175263604588709,-0.000538866666440138,-0.000929470310810553,-0.00086447897368691,-0.000746542024941776,0.00206432404432024,0.00657280166319527,-0.00107539267503788,-0.0010007464897436,-0.000980141349817874,0.000392241414852515,-0.00133912941794591,0.00213303776134203,-0.0003278289672924,-0.00207480006516038,-0.00105255860104271,0.00189913531442195,-0.00109873993701589,-0.000633348790979388,0.00664193404556119,-0.00066616381426139,-0.00356196258552766,-0.00108082657729565,0.0025005019779914,-0.00100467167469563,-0.000623653866334907,-0.000962313650270562,-0.00110212421208955,-0.00270039193338208,-0.00377794671567697,-0.000558397758871301,-0.00371451204830013,0.00376690424094016,0.000185654126340566,-9.72969637278097e-05,0.00286269198181122,-0.000643992349532321,-0.000656783310982897,-0.000909907016785468,0.000250259955765014,0.00724049464746177,-0.00285043162057462,-0.0020811893782328,0.00252939064864259,-0.00173687120907037,-0.00121963971622818,-0.00401144226911094,0.00204839023915275,-0.000962288136419388,-0.000914621352077524,-0.000967916707929953,-0.000818589003075069,-0.000287586134559498,0.000346292860994227,-0.00101392858579976,-0.000492677337041896,-0.000404114951374957,0.00314451851801016,-0.00166916078058888,-0.000587491148103327,-0.000892468703176961,-0.000374647204498728,-0.000786820750312064,0.00170794782378039,0.00375178790971079,-0.000968850286815848,-0.000914744061560163,-0.00148484924636486
