"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92"
"1",0.0525115427831493,-9.5052512004783e-05,-9.2077085647447e-05,-8.1355138760033e-05,-5.66595310649767e-05,-3.06977977204228e-05,2.90109610860526e-06,-4.71521018634493e-05,-7.89886098607456e-05,4.0961554356163e-05,3.12868195835516e-06,1.49071704767306e-05,-9.67868834315429e-05,7.10648764181754e-05,-5.20933085698581e-05,-9.23146557076592e-05,-7.0710674668128e-05,-6.7378356337382e-05,-0.000105407395608501,-9.15964840374921e-05,-5.99683822226238e-05,-6.89691662333008e-05,-4.81850369697729e-05,-9.93826615045673e-05,-0.000103719468469559,-4.80146579157297e-05,-7.21244124834977e-05,-6.86979365304692e-05,-8.38598585257232e-05,2.6378693622334e-05,0.000101022843331276,-7.76061866857914e-06,3.51360058707417e-06,-4.32723943443021e-05,6.39143496267298e-05,-3.46543094036147e-05,2.54940370687638e-05,-2.19899374599459e-05,6.77372907224093e-05,-3.00453397986242e-05,0.000108535191534364,-4.83297709510685e-05,-9.18416214768637e-05,0.000101463275647118,0.000153514704541645,0.000241568598207858,-1.42272838819058e-05,5.58261311651168e-05,-6.07270870186552e-05,-7.67048935234295e-05,-6.57067757712772e-05,-6.22460154650421e-05,0.000153519703690726,0.000132279637034287,-6.3079227194971e-05,0.000219586431761593,0.000170916794693507,0.000168116355354157,-1.18284529908076e-06,5.6818715069578e-05,-7.94368783026685e-05,-8.26762070004578e-05,-6.0351713046225e-05,-5.36524534194593e-05,8.88389151472707e-05,0.000206746763681587,0.000119638122717462,3.18753723687577e-05,0.000146341663881447,-1.10534600907248e-05,0.000202986760805944,6.53634117033033e-05,-4.04211933136544e-05,-3.20748745468838e-05,-4.88336971628044e-05,-3.71275558787558e-05,-7.21961385701548e-05,4.61521396329725e-05,-4.65393463224875e-05,0.000136072168218741,-4.46050408407438e-05,7.08056367179011e-05,0.000195354921789842,-5.01180594335816e-05,-5.56328608151233e-05,-1.70847499967635e-05,-5.40714338477705e-05,0.000100362543520376,5.64524593332427e-05,-8.27414490500342e-05,-0.000102401209594003,-3.2043231574938e-05
"2",-9.5052512004783e-05,0.052501503747366,-0.000117818565878444,-7.99339217935002e-05,-4.04493987717041e-05,-4.59224786317479e-05,4.81410285476541e-06,-4.68662919940586e-05,-8.28618062255882e-05,4.13339487393412e-05,-1.20083477712138e-05,-2.49575557788102e-06,-0.000106387843794017,9.0405868501204e-05,-7.53285562611554e-05,-0.000102620907004338,-7.7731782986496e-05,-7.240858446824e-05,-0.000116889428240561,-0.000100723776322749,-6.30906817430664e-05,-7.24789565337923e-05,-3.7766427194899e-05,-0.000102164555514969,-0.000115719842204002,-4.56925273635214e-05,-7.90962551530184e-05,-7.55126613819014e-05,-8.20547744031545e-05,2.32567311469649e-05,9.08930792330369e-05,-1.15656584189788e-05,2.46094282639299e-05,-2.43515910128657e-05,9.46511264916122e-05,-6.17906945629477e-05,5.04908742174372e-05,-2.13202709810659e-05,0.000129819533686431,-2.6355246539056e-05,0.000117812408560895,-7.68077582107917e-05,-8.91352532878655e-05,9.1545711474336e-05,0.000174847328453005,0.000262576074361719,-3.6896491377038e-05,7.62671205386848e-05,-9.00543882128606e-05,-9.82294817322258e-05,-9.20517869896275e-05,-9.06393871112441e-05,0.00023260794507482,0.000204627336843339,-7.20447803620631e-05,0.000246518103716249,0.000180215807621787,0.000157814444956606,1.10405548890343e-05,7.5400285550734e-05,-9.47774896533786e-05,-0.000104706110877958,-8.54844723022142e-05,-4.50349294808364e-05,0.000113366130140622,0.000247965011368113,0.00015017332231197,1.44701095036213e-05,0.000121069569390494,2.22899225569866e-08,0.000142406462480899,3.80439195573495e-05,-6.31652706623133e-05,-5.12698635081372e-05,-7.32152844833614e-05,-4.44440549140849e-05,-5.42338879819408e-05,5.59306715509157e-05,-4.20188851823207e-05,0.000133659365108096,-5.90136816933495e-05,8.67851994857113e-05,0.000176604103269974,-6.40288320323318e-05,-4.82684444985108e-05,-1.52460273666126e-05,-4.98841504167062e-05,0.00012507062989257,6.98412028123478e-05,-7.68976648042616e-05,-9.37994742769845e-05,-2.69699907419579e-05
"3",-9.20770856474471e-05,-0.000117818565878444,0.0525083032784722,-8.20103890856071e-05,-4.57040012172302e-05,-5.07197273344697e-05,5.58704728208193e-06,-4.89871740394665e-05,-8.01404627593453e-05,4.34321369829616e-05,-1.19426160380238e-05,-5.59405701173297e-06,-0.000104364585356934,9.39379227078827e-05,-7.49147799404217e-05,-9.81869814088492e-05,-7.55060217746782e-05,-7.12814583549285e-05,-0.000112150309073654,-9.65131752436084e-05,-6.45694569483067e-05,-7.15619321179908e-05,-3.96370433883466e-05,-9.64368484666354e-05,-0.000109122473389067,-4.87764114576915e-05,-7.57921347981973e-05,-7.39886272727304e-05,-8.09569508739801e-05,1.61800477444749e-05,9.86672136270176e-05,-8.00891781168282e-06,2.13275801665392e-05,-2.5039883401434e-05,0.000103333375781258,-6.49545126181454e-05,4.56654669064946e-05,-2.15463847502646e-05,0.000141299667451662,-2.77891510525053e-05,0.00011210517635451,-7.92098035025059e-05,-8.87336729190606e-05,9.93624518952802e-05,0.000180121853143434,0.000266200596815717,-4.0788844705763e-05,7.4080853009601e-05,-9.18609698856505e-05,-9.43251650158407e-05,-9.45429119534516e-05,-9.60676568142285e-05,0.000233419466991546,0.000205863971280751,-7.50742637205602e-05,0.00024722029977047,0.000186352866766294,0.000169451789662156,9.17619528350463e-06,7.3552953383969e-05,-9.40707834779586e-05,-0.000105374688804172,-8.71703808663698e-05,-4.10452865451537e-05,0.000121321889008602,0.000244685326235035,0.000157996508100414,3.63050434601503e-06,0.000123388287748386,-4.06060909685904e-06,0.000125858875340328,2.28306443813283e-05,-6.64469877836968e-05,-5.77081550206124e-05,-7.83545950229916e-05,-4.24941737890912e-05,-5.20896872027754e-05,5.12795047055947e-05,-4.37739273342397e-05,0.000142328862111798,-6.44205251033085e-05,7.96252959873224e-05,0.000181320112383709,-6.24565831536021e-05,-4.98190076929861e-05,-1.85656750049472e-05,-5.16239250303467e-05,0.000119039001967017,6.38874629291368e-05,-7.23571376386478e-05,-8.99184040641407e-05,-2.77069406213644e-05
"4",-8.1355138760033e-05,-7.99339217935002e-05,-8.20103890856072e-05,0.0525154446129031,-9.20237951083796e-05,-6.37899140276811e-05,-2.31005792137818e-06,-6.03314068512774e-05,-5.95494776676432e-05,4.67784155804519e-05,1.0216888687906e-06,1.7708137646571e-05,-8.98987361819063e-05,0.000105825168234237,-5.2048356784384e-05,-8.25111129908524e-05,-6.29538815807102e-05,-6.13973912118927e-05,-9.3514401229533e-05,-8.2724488377558e-05,-6.95426625411894e-05,-7.24452587797569e-05,-6.77285200901978e-05,-8.20192032911552e-05,-8.84849887065664e-05,-6.98356720900082e-05,-6.55433933389618e-05,-6.32836228430398e-05,-7.89824332483943e-05,3.23716837682683e-05,0.000155808298377858,-7.22863795706551e-07,-3.42016816054433e-05,-3.32355847570458e-05,0.000139122754861443,-3.99016651780052e-05,-1.58033914356366e-05,-5.10771609882201e-05,0.000178203033435078,-4.85945106044176e-05,4.02878049327759e-05,-4.68218944756869e-05,-8.50629325696907e-05,0.000156419600171117,0.000222668770343117,0.000222290259292558,-1.66298643755425e-05,1.63449216382659e-05,-6.06306966618492e-05,-6.63613858549942e-05,-6.53928296685648e-05,-7.38789399969062e-05,0.000178601991497412,0.000152645384427223,-6.08477618390613e-05,0.000207580154814705,0.000225853523289426,0.000234836628353656,-2.99043082388254e-05,2.71305584159145e-05,-7.56084033081409e-05,-7.46976622485415e-05,-5.89431105812878e-05,-4.55544969100535e-05,0.000164568642954207,0.000202547579621156,0.000205008922466015,-1.52979455128051e-05,0.000213947101385997,-4.17859601406506e-05,0.000172730069818013,7.83777177820104e-06,-3.58470297135782e-05,-3.94537658204026e-05,-6.58630224237464e-05,-4.06562392878724e-05,-5.82277269284813e-05,2.07576771737196e-05,-5.16240711168273e-05,0.000137145327103562,-6.73114045471606e-05,-2.49716084997359e-06,0.000183667634721734,-6.73569573705141e-05,-8.41997255900301e-05,-5.3008036419793e-05,-8.21151642228453e-05,4.05672519587304e-05,-9.20608873495331e-06,-6.0935987655181e-05,-7.74492258822072e-05,-5.91148815786556e-05
"5",-5.66595310649767e-05,-4.04493987717041e-05,-4.57040012172302e-05,-9.20237951083795e-05,0.0524919905392042,-8.77135493421873e-05,-1.18015756731537e-05,-4.04871417927723e-05,-2.77181018226472e-05,3.64169142988697e-05,5.13109248554158e-06,8.692187155923e-06,-5.19237518826079e-05,8.67497467480764e-05,-1.90549727973608e-05,-4.29691112586682e-05,-3.00956165478192e-05,-3.00765749976945e-05,-5.10557538174001e-05,-4.31654124218697e-05,-4.38005886153065e-05,-4.19006862968924e-05,-6.56644570368877e-05,-4.46748527235481e-05,-4.71721193372804e-05,-6.24417853797318e-05,-3.09103680276685e-05,-3.02298924034718e-05,-4.88170598557303e-05,1.6218021960936e-05,0.000183139385536452,-9.47397993678643e-06,-7.48980691831847e-05,-3.97767473968014e-05,0.000142157848629728,-1.62577732397949e-05,-6.87719776038244e-05,-6.84310893150437e-05,0.000187045691354251,-4.32768665105156e-05,-2.29824854706212e-05,-2.85545345880007e-05,-5.68675006947765e-05,0.000183893699683416,0.000229327272635912,0.000172835509272653,-2.05997093243389e-05,-2.46136567431462e-05,-2.45686217255333e-05,-3.03356482496967e-05,-3.27798541349583e-05,-4.60912954332106e-05,0.000116355482767092,9.61849755533453e-05,-4.75523235140994e-05,0.000161926070878262,0.000230898544687841,0.000242424493470886,-7.35817604323823e-05,-5.72798928061715e-05,-4.65725936935212e-05,-4.0727459530624e-05,-2.84349432150407e-05,-2.31819852795295e-05,0.000185652392395156,0.000135207289574161,0.000202740261700912,-6.43439871214837e-05,0.000216787196689761,-6.47522251389222e-05,0.000115607003459975,-5.0285517948751e-05,-2.66353285781019e-05,-4.50252879960827e-05,-5.21708749205751e-05,-8.37660860798729e-06,-3.48017903947677e-05,-1.16563291135338e-06,-3.32574381174424e-05,8.82010201013515e-05,-7.7870677513997e-05,-6.64346748672606e-05,0.000140747205345493,-5.14143348633892e-05,-8.90880052483117e-05,-8.08390533380867e-05,-7.88779916847312e-05,-2.90719897515826e-05,-6.14751674330538e-05,-2.00561635988565e-05,-4.24327712573223e-05,-6.01518516411313e-05
"6",-3.06977977204228e-05,-4.59224786317479e-05,-5.07197273344696e-05,-6.37899140276811e-05,-8.77135493421873e-05,0.0525062490729411,2.46340937582308e-06,-1.18205800924499e-05,-3.73141391221342e-05,4.72426586921066e-05,-1.94264515683946e-05,-4.11478051001189e-05,-2.80197750640011e-05,0.000103490374402859,-4.23768668305747e-05,-2.54148004814763e-05,-9.14392923990263e-06,-4.63744670450657e-06,-2.77995355343265e-05,-2.246986295615e-05,-2.40519139732799e-05,-2.23351913432126e-05,-4.16492072461674e-05,-2.6586422697407e-05,-3.12247785231368e-05,-4.14159363439166e-05,-9.43282176205586e-06,-5.11543666520538e-06,-2.92402327543293e-05,-4.77826608215919e-05,0.000164490194922942,-3.77880757459353e-06,-4.57640766793299e-05,-1.56381534566132e-05,0.000136413577728266,-5.61417953295692e-05,-2.93824399943111e-05,-5.36542307412756e-05,0.00017940784493249,-2.992768775732e-05,1.65806439990604e-06,-6.93923982627365e-05,-3.30859109681877e-05,0.000164846636378515,0.000229232211898608,0.000174555727124267,-5.82534219456486e-05,-7.54333754887487e-07,-5.27847155029117e-05,-3.65991395843079e-05,-6.57387784695059e-05,-7.24858944953205e-05,0.000139909981928593,0.000113013609737191,-7.6096581243691e-05,0.000169339359245368,0.00021611904142455,0.000198203183538538,-6.26872464455273e-05,-6.04837261315961e-05,-4.20537679567476e-05,-5.00387364109045e-05,-5.96450264196227e-05,-6.72744961038799e-06,0.000171774670428682,0.000166772326854923,0.000202073370524304,-0.000112806266515532,0.00012817804965138,-3.4050781341661e-05,-5.49861566022012e-05,-0.000105231691805759,-6.54899136364647e-05,-8.19128392059595e-05,-8.46422866398793e-05,5.24027257582203e-06,-9.56713439710044e-06,1.75421752005516e-05,-1.22680543111694e-05,7.9008952985228e-05,-0.000102722316389941,-2.52006670153569e-05,0.000115939230508935,-4.62229718415254e-05,-6.37183039735685e-05,-5.8499697074564e-05,-5.23014147942235e-05,9.719146652303e-06,-2.77888579571071e-05,-8.84885246259831e-06,-2.36160543607471e-05,-3.89636966695939e-05
"7",2.90109610860526e-06,4.81410285476541e-06,5.58704728208193e-06,-2.31005792137818e-06,-1.18015756731537e-05,2.46340937582307e-06,0.0523787138280727,-7.45502835765839e-05,1.68077825031544e-07,-0.000264178621161736,-1.09301976272216e-05,-9.10547584654522e-05,-1.14004145930302e-06,7.2998661609658e-05,-1.65051187432232e-05,-1.49732351374974e-05,-4.34956615500658e-05,-5.25652309315521e-05,-8.93202539229385e-06,-1.51979040458008e-05,-1.9936801396409e-05,-2.53919144306162e-05,3.65030695264754e-06,-8.30699465266488e-06,-4.01717382171216e-06,6.81733664695301e-06,-3.69026306902134e-05,-4.34922830967126e-05,-1.43024733436026e-05,4.87402946843219e-05,-0.000288496001041924,2.98452623416528e-05,9.81199714179322e-06,1.44662175204726e-05,8.29279478616728e-05,-3.3971972957355e-06,3.059865696555e-05,1.68050971518914e-05,0.000118694066186871,1.95869555152334e-06,4.46482826810034e-05,1.84946762868127e-05,4.98902447000658e-06,-0.000289966323223873,4.72771037249352e-05,0.000101231072908241,-1.25695976842003e-05,-2.15551400287874e-06,4.22424296783925e-06,-2.81551336243485e-06,1.81174639532439e-05,1.44277567316499e-05,-4.15363377422727e-05,0.000189304421989546,1.47562996722174e-05,0.000143296135398247,-0.000126159321635921,-1.38437074958108e-05,-4.35342963491932e-05,7.2243715109096e-05,7.66200929534899e-06,3.87823104351284e-06,1.24853498319981e-05,-8.14241867330089e-05,-0.000266847329868891,5.49599081033925e-05,0.000117815560339292,2.18384645470203e-05,0.00014374108561302,-2.48483403644292e-05,0.000176842736270626,4.30294338690971e-05,2.13869628413623e-05,1.51047054049666e-05,1.50218554111448e-05,-1.56602176373868e-06,-3.20094087932716e-05,-4.89438356711061e-06,2.71271028711538e-05,0.000149862447071992,7.4743463461574e-06,-1.43676041912353e-05,0.000200873903352597,1.46978732298396e-05,6.75075080211388e-07,6.88609962815953e-06,8.88041875530495e-06,5.00953391452067e-05,2.10678167298361e-05,2.28831572129803e-05,-3.1042322043748e-06,-1.00602731411335e-05
"8",-4.71521018634492e-05,-4.68662919940585e-05,-4.89871740394664e-05,-6.03314068512775e-05,-4.04871417927723e-05,-1.18205800924499e-05,-7.45502835765838e-05,0.0525198758757292,-4.45417891515931e-05,-4.53582757927319e-05,-2.38652911446545e-05,-4.01853956820877e-05,-5.69743390916338e-05,0.000109373040415437,-5.72912384506285e-05,-6.27546990559058e-05,-8.48398753488402e-05,-9.32816832300724e-05,-6.19636710643072e-05,-6.32898069789444e-05,-6.44968379854652e-05,-6.93438460547833e-05,-4.01546869360951e-05,-5.63062109353536e-05,-5.45445812468768e-05,-3.99822476799072e-05,-7.9015042306856e-05,-8.5914835514928e-05,-6.05585671608246e-05,7.13109899378794e-05,-2.86527153282871e-05,1.81358100182691e-05,1.63879012782825e-05,-5.06485666079063e-06,0.000134379967787469,-4.08667890747362e-05,3.91386967719994e-05,-7.19785605186129e-06,0.000151744751010723,-3.36002442084842e-05,6.53208947461555e-05,-2.01430997385097e-05,-5.00020959498521e-05,-2.92245134169437e-05,9.42821422338284e-05,0.000131350732936464,-1.97566233738375e-05,1.79735000434099e-05,-4.4331444136873e-05,-5.02649289616705e-05,-3.43363414381845e-05,-4.06220298023681e-05,5.2684272253001e-05,0.000206325437697221,-3.04017257371413e-05,0.000179688049464284,7.53000632150143e-05,8.70548500959907e-05,-2.66914337535869e-05,9.53920605600144e-05,-4.63646678137167e-05,-4.87794255422459e-05,-3.50645221224132e-05,-9.55315972439495e-05,-6.04589033747253e-06,0.000102248471365301,0.000164872863637283,4.26995848403176e-05,0.000183576245243979,-3.94058802164578e-05,0.000190343082448326,6.48858495537972e-05,-8.98733543234105e-06,-7.44057504894791e-06,-2.89545259313079e-05,-4.48532751524491e-05,-6.67823098074576e-05,1.96343445414846e-05,-2.10495506650314e-05,0.000151479452590281,-2.190455397826e-05,9.14367294929837e-06,0.000226262488271989,-3.69058947342477e-05,-4.29451427349578e-05,-7.66122672951832e-06,-4.16669458236334e-05,7.29853941646505e-05,3.72782644919159e-05,-3.38741479673176e-05,-5.23960152118806e-05,-4.28190627015959e-05
"9",-7.89886098607455e-05,-8.28618062255881e-05,-8.01404627593452e-05,-5.95494776676432e-05,-2.77181018226472e-05,-3.73141391221342e-05,1.68077825031546e-07,-4.45417891515931e-05,0.052545418137586,2.99221333358659e-05,-1.1682023035031e-05,-1.62958450865435e-05,-7.31609140079975e-05,8.7819834963417e-05,-6.34595701414854e-05,-8.00309018388424e-05,-6.55136335263917e-05,-6.15932835363231e-05,-8.08086194342118e-05,-7.71451200277266e-05,-5.72625390897833e-05,-6.44355434777321e-05,-3.54011039432834e-05,-8.1103505448011e-05,-8.07907609684826e-05,-3.62763305042351e-05,-6.5477678663405e-05,-6.13193230920135e-05,-7.16170782675112e-05,1.46807974712223e-05,6.66428778777373e-05,5.70633948717854e-06,2.26043712786262e-05,-1.16779578733012e-05,8.83147980794124e-05,-5.53074283421276e-05,4.77868169919121e-05,-1.17424879494977e-05,9.42949816852604e-05,-3.01227047600764e-05,7.99064122077761e-05,-5.1669377414094e-05,-6.68379365332272e-05,6.67074999162474e-05,0.000142820077775091,0.000187925198751594,-3.07301517733477e-05,5.00103230921939e-05,-6.9726109514139e-05,-7.60638275262897e-05,-6.66370771275069e-05,-6.20499677489061e-05,0.000134849187941696,0.000147978980180378,-6.21932680533844e-05,0.000193714332581416,0.000147582361619768,0.000129839695874314,-6.99148974072977e-06,4.46736706767077e-05,-6.88710218168287e-05,-7.64004791069034e-05,-6.53067480142107e-05,-5.32600510377246e-05,7.01116102742901e-05,0.000190029513837667,0.000142097195122831,1.62325372433484e-05,0.000128990603872168,-7.15826188884527e-06,0.0001112173605214,3.94299087235996e-05,-4.26224973707422e-05,-3.7261687553994e-05,-5.19815497698372e-05,-3.47796181653889e-05,-5.47871371565574e-05,4.85868970346695e-05,-2.18423395999802e-05,0.000123850116135426,-4.40028760752802e-05,5.48908801805461e-05,0.00018397725830916,-4.76226462339712e-05,-3.96367331082112e-05,-3.11716263386216e-06,-3.57787545742867e-05,9.06333466457257e-05,5.37613551097332e-05,-6.22870310675404e-05,-8.28210373871795e-05,-3.17183061502527e-05
"10",4.0961554356163e-05,4.13339487393412e-05,4.34321369829616e-05,4.67784155804519e-05,3.64169142988697e-05,4.72426586921067e-05,-0.000264178621161736,-4.5358275792732e-05,2.99221333358659e-05,0.0522255699029162,2.33585435929281e-05,-8.79356862155875e-05,4.34203813924944e-05,-9.8840031958923e-06,9.11681493286431e-06,2.16776523670309e-05,-1.38852390743664e-05,-2.42411585865102e-05,3.3512355367599e-05,2.19686324094652e-05,1.37553658938839e-05,8.91366448535733e-06,5.11167275500023e-05,3.27384151112238e-05,3.4635852961293e-05,5.31677448131966e-05,-2.46523506230904e-06,-1.18794972469991e-05,2.06234062365945e-05,3.28172544503094e-05,-0.000442644665838174,8.14703043354315e-05,5.14528201965196e-05,6.66648727550533e-05,-2.11860643662684e-06,2.39028496226336e-05,3.29554206000707e-05,6.46655798179104e-05,6.4045066876752e-05,3.92128736894005e-05,-4.0254424744281e-05,4.99599012218686e-05,4.74860984053189e-05,-0.000444182057968246,-2.84611308905111e-05,2.74686381566912e-05,8.50576120527528e-06,-7.9760982971887e-06,3.27753762073063e-05,2.7981560587394e-05,5.00943957013067e-05,5.45360427455212e-05,-0.000111314085264065,0.000121637701871001,4.99438440048796e-05,8.05491095704081e-05,-0.000220668074592166,-9.58594731241709e-05,-2.25521294481167e-05,-2.6007414169503e-05,4.53701594110736e-05,3.96295959500994e-05,4.35965196251653e-05,-5.65994564937417e-05,-0.000417656297769717,-1.5430682153196e-05,6.71621433491703e-05,4.58052208604345e-06,8.83251180175931e-05,1.51509567484905e-05,7.72694100209337e-05,-1.10268386055624e-05,5.73535336175398e-05,5.53521751917507e-05,5.45314582188008e-05,3.05160114142066e-05,-4.48288888266109e-06,8.45552128951214e-07,7.84868875718363e-05,7.05198749424206e-05,4.99994615642423e-05,-8.67738536559479e-05,0.000139200413310602,5.25299909429465e-05,4.57847512286112e-05,5.38413641897663e-05,6.03456033097725e-05,-2.42640616183539e-05,-1.24057535197464e-05,6.95880844437763e-05,3.70920964661244e-05,3.13269384636182e-05
