"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119"
"23",5.09614277209843e-09,5.09614223307858e-09,5.09614277410642e-09,5.09614277477975e-09,5.09614277361859e-09,5.09614253029566e-09,5.09614276841114e-09,5.09614277009493e-09,5.09614336175545e-09,5.09614277202077e-09,5.0961427727003e-09,5.09614277062443e-09,5.09614277299983e-09,5.09614219845813e-09,5.09614277234931e-09,5.09614411017086e-09,5.09614277157449e-09,5.09614276748957e-09,5.09614333510272e-09,5.09614277903166e-09,5.09614277695113e-09,5.09614409570763e-09,0.0150000050961428,5.09614225182554e-09,5.0961427708076e-09,5.09614277240214e-09,5.09614155004658e-09,5.09614277158433e-09,5.0961431272815e-09,5.09614281941245e-09,5.09614339102197e-09,5.09614277788341e-09,5.0961429576176e-09,5.09614277515891e-09,5.09614265534332e-09,5.09614276954023e-09,5.09614277255027e-09,5.09614277445746e-09,5.0961436298212e-09,5.09614421068633e-09,5.09614231902735e-09,5.09614264318649e-09,5.09614259426049e-09,5.09614277135299e-09,5.09614296738703e-09,5.09614279682234e-09,5.09614277162265e-09,5.09614276935843e-09,5.09614277224279e-09,5.09614292065259e-09,5.09614277267319e-09,5.09614258864381e-09,5.0961427723816e-09,5.09614277478083e-09,5.0961413703048e-09,5.09614362260119e-09,5.09614277508554e-09,-7.1158268614555e-05,5.09614212445743e-09,5.09614277258532e-09,5.09614219575253e-09,5.09614277075374e-09,5.09614277187592e-09,5.09614277085249e-09,5.09614277187541e-09,5.09614277239886e-09,5.09614277233999e-09,5.0961427727975e-09,5.09614277355644e-09,5.09614260279111e-09,5.09614277181843e-09,5.09614277209604e-09,5.09614277232221e-09,5.09614277241008e-09,5.09614277069452e-09,5.09614288810237e-09,5.09614268032192e-09,5.09614277212919e-09,5.09614275138633e-09,5.09614258898372e-09,5.09614277291714e-09,5.09614277255821e-09,5.09614277248484e-09,5.09614277147729e-09,5.09614353116564e-09,5.09614292066702e-09,5.09614175281762e-09,5.09614277205772e-09,5.09614277148523e-09,5.09614298342227e-09,5.09614277266197e-09,5.0961427728246e-09,5.09614143597826e-09,5.09614277260403e-09,5.09614284308163e-09,5.09614277256615e-09,5.09614277188715e-09,5.09614333961117e-09,5.09614354293287e-09,5.09614298530178e-09,5.09614277211659e-09,5.0961433902443e-09,5.09614277288675e-09,5.09614219784089e-09,5.0961413596682e-09,5.09614280609723e-09,5.09614278061132e-09,5.09614276246215e-09,5.09614276580484e-09,5.09614277205772e-09,5.09614287879041e-09,5.09614266501941e-09,5.09614257263946e-09,5.09614198088833e-09,5.09614274470614e-09,5.09614334347635e-09,5.09614277180255e-09,5.09614277233343e-09,5.09614277291714e-09
"24",5.09614245492148e-09,0.000333338429477956,5.09614057597423e-09,5.09614217194263e-09,5.09614276213244e-09,5.0961433279767e-09,5.09614221517627e-09,5.09614328073344e-09,5.09614308913921e-09,5.09614140620348e-09,5.09614320275548e-09,5.09614268047941e-09,5.09614304942357e-09,5.09614287400379e-09,5.09614325057018e-09,5.09614683342206e-09,5.09614268817863e-09,5.09614362916564e-09,0.00033333842947496,5.09614320908684e-09,5.09614282146402e-09,0.000333338429475358,5.09614225186063e-09,3.00900000509614,5.09614275357518e-09,5.0961426402714e-09,5.09614152292082e-09,5.09614288201671e-09,0.000333338429477233,-0.999666661570526,0.000333338429474185,5.09614274181297e-09,5.09614300080235e-09,5.09614275724887e-09,5.09614283570675e-09,5.09614275038335e-09,5.09614275949203e-09,5.09614275738767e-09,5.09614261805012e-09,5.09614198263015e-09,5.09614308323365e-09,0.000333338429475612,0.000333338429476908,5.09614276168288e-09,5.09614275643478e-09,5.09614281902777e-09,5.09614276032624e-09,5.09614276042016e-09,5.09614275614878e-09,0.000333338429475013,5.09614275920837e-09,0.000333338429475364,5.09614276222359e-09,5.09614276324047e-09,5.09614407404036e-09,5.09614240835536e-09,5.09614276137678e-09,-7.11582686145541e-05,5.09614233244091e-09,5.09614276052996e-09,5.0961427238467e-09,5.09614332663059e-09,5.09614275911584e-09,5.09614276307973e-09,5.09614245103927e-09,5.09614275950325e-09,5.09614276112489e-09,5.09614276228713e-09,5.09614276155529e-09,0.000333338429475585,5.09614275854335e-09,5.09614275803491e-09,5.09614275958923e-09,5.09614276095104e-09,5.09614275872048e-09,5.09614271542246e-09,0.000333338429473521,5.0961427609412e-09,5.09614272515503e-09,5.0961428801255e-09,5.09614275788023e-09,5.09614276009628e-09,5.09614275885739e-09,5.09614275717221e-09,0.000333338429478059,5.09614275725704e-09,5.09614211567937e-09,5.09614275867421e-09,5.09614276048697e-09,5.0961450616545e-09,5.09614276291054e-09,5.09614276166371e-09,5.09614187256577e-09,5.09614276076552e-09,5.09614229930642e-09,5.09614275606557e-09,5.09614275747365e-09,5.09614235695093e-09,5.09614247518986e-09,-0.999666661570518,5.09614275970887e-09,5.09614395159637e-09,5.09614275776853e-09,0.000333338429475285,-0.999666661570523,5.09614270876938e-09,5.0961427526724e-09,5.09614276366117e-09,5.09614269796728e-09,5.09614276119498e-09,5.0961428718037e-09,5.09614265185275e-09,0.000333338429476783,5.09614344009532e-09,0.000333338429477122,5.09614278861518e-09,5.09614275839194e-09,5.09614275675442e-09,5.09614275947942e-09
"25",5.09614277171896e-09,5.0961426809354e-09,5.09614277258854e-09,5.09614277781552e-09,5.09614277231755e-09,5.09614256948957e-09,5.09614277185348e-09,5.0961427731578e-09,5.09614248300959e-09,5.09614276974395e-09,5.09614277253767e-09,5.09614277471729e-09,5.09614277411114e-09,5.09614296897351e-09,5.09614277251194e-09,5.09614387839554e-09,5.09614277358026e-09,5.09614277320873e-09,5.09614277047733e-09,5.09614277423406e-09,5.09614276995802e-09,5.09614309200747e-09,5.09614277091603e-09,5.0961427535672e-09,0.0150000050961428,5.0961427780671e-09,5.09614358037778e-09,5.09614277150301e-09,5.09614287436424e-09,5.09614275414348e-09,5.09614273900989e-09,5.09614277156793e-09,5.09614309644969e-09,5.09614277231288e-09,5.09614227888122e-09,5.09614277311809e-09,5.09614277246895e-09,5.09614277226195e-09,5.09614276237814e-09,5.09614326257863e-09,5.0961425316665e-09,5.0961428496999e-09,5.09614248158477e-09,5.09614277398218e-09,5.09614320417678e-09,5.09614220170377e-09,5.09614277300501e-09,5.09614277220446e-09,5.09614277430277e-09,5.09614242492826e-09,5.09614277207688e-09,5.096142803099e-09,5.09614277395369e-09,5.09614277263953e-09,5.09614274426e-09,5.09614290770538e-09,5.09614277115531e-09,-7.11582686145548e-05,5.09614292037025e-09,5.09614277329005e-09,5.09614300838917e-09,5.09614277116032e-09,5.0961427722825e-09,5.09614277258721e-09,5.09614277119778e-09,5.09614277079966e-09,5.09614277328867e-09,5.09614277374617e-09,5.09614277385459e-09,5.09614281307212e-09,5.09614277149317e-09,5.09614277244841e-09,5.09614277207826e-09,5.09614277344007e-09,5.09614277446213e-09,5.09614326659735e-09,5.09614275781527e-09,5.09614277139736e-09,5.09614334260177e-09,5.09614241022589e-09,5.09614277107399e-09,5.09614277163664e-09,5.09614277267457e-09,5.09614277277833e-09,5.0961426509019e-09,5.096142718897e-09,5.09614237726386e-09,5.09614277116325e-09,5.09614277373495e-09,5.09614301535203e-09,5.0961427722825e-09,5.09614277363775e-09,5.09614167092487e-09,5.0961428346475e-09,5.09614284755396e-09,5.09614277202405e-09,5.09614277313398e-09,5.09614306614828e-09,5.09614295803291e-09,5.09614282649327e-09,5.09614277263159e-09,5.09614190973913e-09,5.09614277218202e-09,5.09614279276973e-09,5.09614276295108e-09,5.09614164185384e-09,5.09614271534235e-09,5.09614282415326e-09,5.09614269874694e-09,5.09614277230166e-09,5.09614293644286e-09,5.0961425518016e-09,5.09614264175735e-09,5.09614308165169e-09,5.09614319150586e-09,5.09614253265575e-09,5.09614277326622e-09,5.09614277284843e-09,5.09614277240214e-09
"26",5.0961427712296e-09,5.09614284201927e-09,5.09614277296654e-09,5.09614277258277e-09,5.09614277302081e-09,5.09614323966057e-09,5.09614277277358e-09,5.09614277413212e-09,5.09614168750188e-09,5.09614277397087e-09,5.096142770937e-09,5.09614276856298e-09,5.09614276952892e-09,5.09614287751959e-09,5.09614277730807e-09,5.09614203861141e-09,5.09614277135618e-09,5.09614277358674e-09,5.09614323871568e-09,5.0961427715492e-09,5.09614276819473e-09,5.09614225787506e-09,5.09614277235112e-09,5.09614264018529e-09,5.09614277831424e-09,0.0150000050961428,5.09614186766214e-09,5.09614277781702e-09,5.09614224595919e-09,5.09614261444256e-09,5.09614303832953e-09,5.09614277297592e-09,5.09614287597571e-09,5.09614277103748e-09,5.09614306769105e-09,5.09614277054165e-09,5.09614277219644e-09,5.09614277039024e-09,5.09614280311557e-09,5.09614397487089e-09,5.09614271400073e-09,5.09614249757667e-09,5.09614240842676e-09,5.09614277473965e-09,5.09614268259275e-09,5.09614286265905e-09,5.09614277238013e-09,5.09614277426298e-09,5.09614277291895e-09,5.09614299210005e-09,5.09614277212962e-09,5.09614277959745e-09,5.09614277294933e-09,5.09614277087623e-09,5.09614255552604e-09,5.09614315246255e-09,5.0961427735933e-09,-7.11582686145537e-05,5.09614186863846e-09,5.09614276786757e-09,5.09614237862887e-09,5.09614277050833e-09,5.09614277198288e-09,5.09614277049866e-09,5.09614277249735e-09,5.09614277112346e-09,5.09614277258247e-09,5.0961427737447e-09,5.09614277190156e-09,5.09614339534143e-09,5.09614277244038e-09,5.09614277241984e-09,5.09614277278153e-09,5.09614277205625e-09,5.09614277280725e-09,5.09614247152332e-09,5.09614278719568e-09,5.09614277269693e-09,5.09614268508589e-09,5.09614280999686e-09,5.09614277226515e-09,5.09614277144544e-09,5.09614277120943e-09,5.09614277272265e-09,5.0961432073943e-09,5.09614324126413e-09,5.09614249094099e-09,5.09614277140573e-09,5.09614277297454e-09,5.09614250078821e-09,5.09614277347365e-09,5.09614277190156e-09,5.09614350417375e-09,5.09614272140112e-09,5.09614263748832e-09,5.09614277172443e-09,5.09614277234646e-09,5.09614295835001e-09,5.09614312697724e-09,5.0961428774493e-09,5.09614277260301e-09,5.0961433176555e-09,5.0961427718824e-09,5.09614278244124e-09,5.09614259682273e-09,5.09614310842554e-09,5.09614254696428e-09,5.09614299426311e-09,5.0961428254616e-09,5.09614277189362e-09,5.09614276459535e-09,5.09614282816326e-09,5.09614268889157e-09,5.0961424594266e-09,5.09614279062063e-09,5.0961431628468e-09,5.09614277090662e-09,5.0961427714375e-09,5.09614277131647e-09
"27",5.09614277485876e-09,5.09614227186153e-09,5.09614327248267e-09,5.09614320626072e-09,5.09614279592166e-09,5.09613968146875e-09,5.09614280247781e-09,5.09614300083587e-09,5.09615125710102e-09,5.09614208848113e-09,5.0961439932094e-09,5.09614240773758e-09,5.09614123619308e-09,5.09614666463486e-09,5.09614258304323e-09,5.09614350398904e-09,5.09614331846878e-09,5.09614367637186e-09,5.09614411686231e-09,5.09614384910771e-09,5.09614268725612e-09,5.0961467210717e-09,5.09614154999157e-09,5.09614152291203e-09,5.09614358040409e-09,5.09614186754973e-09,3.00911905271519,5.09614366292965e-09,5.09614381037869e-09,5.0961427348403e-09,5.09614445391518e-09,5.09614265525576e-09,0.00045238604852172,5.09614274929631e-09,5.09614281241273e-09,5.09614288877098e-09,5.09614270684323e-09,5.09614241157061e-09,-0.999547613951475,0.000452386048520303,0.000452386048524777,5.09614377671548e-09,5.09614419147564e-09,5.09614279918549e-09,5.09614286888287e-09,5.09614247624648e-09,5.09614279685307e-09,5.09614279879014e-09,5.09614279777137e-09,5.09614194749544e-09,5.09614280221332e-09,5.0961418376668e-09,5.09614279931963e-09,5.09614279827652e-09,5.09612953002665e-09,5.09614539735444e-09,5.09614279928597e-09,-7.11582686145548e-05,0.000452386048521892,5.09614279955046e-09,5.09614432035073e-09,5.09614277026147e-09,5.09614279588662e-09,5.09614279570344e-09,5.09614276818473e-09,5.09614280237267e-09,5.09614279794988e-09,5.09614279905791e-09,5.09614279832607e-09,5.096141008874e-09,5.09614279845832e-09,5.09614279892566e-09,5.09614279841999e-09,5.09614279853497e-09,5.0961427983915e-09,5.0961428152667e-09,5.09614290794578e-09,5.09614279922986e-09,5.09614309558903e-09,5.09614285582859e-09,5.09614280066833e-09,5.09614279892704e-09,5.09614279936867e-09,5.0961428009632e-09,5.09614117047366e-09,0.000452386048522932,0.00045238604852369,5.09614279834523e-09,5.09614279660723e-09,-0.999547613951479,5.0961427984616e-09,5.09614280054869e-09,5.0961401163101e-09,5.09614290094208e-09,0.000452386048525496,5.09614280107629e-09,5.09614280012623e-09,0.00045238604852603,5.09614554368807e-09,5.09614277333587e-09,5.09614279485334e-09,0.000452386048526,5.09614279968927e-09,5.09614195180393e-09,5.09614302608256e-09,0.000452386048523328,5.09614282373108e-09,5.09614277579346e-09,5.09614266288256e-09,5.09614279715261e-09,5.09614275491593e-09,5.09614272044486e-09,5.09614250422192e-09,-0.999547613951475,5.09613998210041e-09,5.09614119219801e-09,5.0961427977106e-09,5.09614280059962e-09,5.09614279858124e-09
"28",5.09614277177023e-09,5.09614298616248e-09,5.09614277174535e-09,5.09614277147e-09,5.09614276954989e-09,5.09614359489794e-09,5.09614277296185e-09,5.09614277461854e-09,5.09614240713961e-09,5.09614276730156e-09,5.09614277050185e-09,5.09614276663705e-09,5.09614277250901e-09,5.09614258608458e-09,5.0961427676572e-09,5.09614238129914e-09,5.09614276869842e-09,5.0961427732058e-09,5.09614300371339e-09,5.09614277450218e-09,5.09614276887089e-09,5.09614321484464e-09,5.0961427715094e-09,5.09614288198801e-09,5.09614277197019e-09,5.09614277806416e-09,5.09614366282842e-09,0.0150000050961428,5.09614197333508e-09,5.09614255966178e-09,5.09614272740599e-09,5.0961427727034e-09,5.09614305231973e-09,5.09614277106312e-09,5.09614285106598e-09,5.09614277598829e-09,5.09614277092103e-09,5.09614277133745e-09,5.09614216647059e-09,5.09614062907572e-09,5.0961441706791e-09,5.09614262827577e-09,5.09614268652315e-09,5.09614277357266e-09,5.09614303883301e-09,5.0961427050959e-09,5.09614277077946e-09,5.09614277277073e-09,5.09614276952935e-09,5.09614249228138e-09,5.09614277470313e-09,5.09614293539584e-09,5.09614277039999e-09,5.09614277545552e-09,5.09614250603075e-09,5.09614259171172e-09,5.09614277296841e-09,-7.11582686145525e-05,5.09614464064379e-09,5.09614276789321e-09,5.09614257578956e-09,5.09614277107607e-09,5.09614277173746e-09,5.0961427711206e-09,5.09614277135747e-09,5.09614277258566e-09,5.09614277163232e-09,5.09614277111405e-09,5.0961427719272e-09,5.09614227869304e-09,5.09614277262865e-09,5.09614277293336e-09,5.09614277250901e-09,5.09614277116031e-09,5.09614277193842e-09,5.09614269161489e-09,5.0961428166303e-09,5.09614277209915e-09,5.09614284378452e-09,5.09614286046501e-09,5.09614277191131e-09,5.09614277231133e-09,5.09614277166875e-09,5.0961427722604e-09,5.09614280366305e-09,5.09614217310669e-09,5.09614331029821e-09,5.09614277286793e-09,5.09614277197019e-09,5.09614315637669e-09,5.09614277214404e-09,5.09614277217114e-09,5.09614316064283e-09,5.0961425387929e-09,5.09614305688336e-09,5.09614277202112e-09,5.09614277145053e-09,5.09614285415671e-09,5.09614294981714e-09,5.0961427817941e-09,5.09614277116498e-09,5.09614165779472e-09,5.09614277144725e-09,5.09614315293876e-09,5.09614335755172e-09,5.09614257608081e-09,5.0961425334916e-09,5.09614301307255e-09,5.09614241809827e-09,5.09614277227162e-09,5.09614277776694e-09,5.09614300271834e-09,5.09614271561569e-09,5.09614170465779e-09,5.0961426926344e-09,5.09614297305574e-09,5.09614277196224e-09,5.09614277249312e-09,5.09614277126079e-09
"29",5.09614244841167e-09,0.000333338429475217,5.0961433043915e-09,5.09614254821039e-09,5.09614274716585e-09,5.0961415625928e-09,5.09614293884951e-09,5.09614286214549e-09,5.09614405057799e-09,5.09614244475614e-09,5.09614265083776e-09,5.09614263087256e-09,5.0961436512867e-09,5.09614143366371e-09,5.09614317792403e-09,5.09614234132392e-09,5.09614238942212e-09,5.0961423703481e-09,0.000333338429474915,5.0961431010415e-09,5.09614348659035e-09,0.000333338429476562,5.09614312729507e-09,0.000333338429477201,5.09614287448623e-09,5.09614224594246e-09,5.09614381039306e-09,5.09614197328806e-09,1.00900000509614,-0.99966666157052,0.000333338429476427,5.09614279965056e-09,5.09614217653305e-09,5.09614274038492e-09,5.09614281231049e-09,5.09614276127498e-09,5.09614274588069e-09,5.09614275198917e-09,5.09614279636967e-09,5.09614091869796e-09,5.09614388182526e-09,0.000333338429475928,0.000333338429476018,5.09614274557787e-09,5.096142732388e-09,5.09614283609935e-09,5.09614274804305e-09,5.09614274472173e-09,5.09614274630505e-09,0.000333338429476313,5.09614274554282e-09,0.000333338429476448,5.09614274758226e-09,5.0961427467831e-09,5.09614132523089e-09,5.09614252856167e-09,5.09614274795517e-09,-7.11582686145541e-05,5.09614280761501e-09,5.09614274689152e-09,5.09614319753003e-09,5.09614171590814e-09,5.09614274873e-09,5.09614274559237e-09,5.09614244808022e-09,5.09614274559376e-09,5.09614274640224e-09,5.09614274664291e-09,5.09614274631765e-09,0.000333338429476068,5.09614274636858e-09,5.0961427472425e-09,5.09614274630315e-09,5.09614274766496e-09,5.09614274781965e-09,5.09614269034568e-09,0.000333338429475672,5.0961427475467e-09,5.09614267682211e-09,5.0961427224508e-09,5.09614274771123e-09,5.09614274919545e-09,5.09614274795656e-09,5.09614274808742e-09,0.000333338429476341,5.09614237900141e-09,5.09614296609585e-09,5.09614274644523e-09,5.09614274630643e-09,5.09614444294993e-09,5.09614274783553e-09,5.09614274780843e-09,5.09614267473525e-09,5.09614271245971e-09,5.09614259856872e-09,5.09614274649288e-09,5.09614274678966e-09,5.09614266082109e-09,5.09614260721398e-09,0.00033333842947617,5.09614274745278e-09,5.0961425424e-09,5.09614274713874e-09,0.000333338429476083,0.000333338429477549,5.09614267588635e-09,5.09614272933035e-09,5.0961427664755e-09,5.09614277073975e-09,5.09614274883048e-09,5.09614277218803e-09,5.09614276753252e-09,0.000333338429476857,5.09614359992923e-09,0.00033333842947543,5.09614232554783e-09,5.09614274803321e-09,5.09614274590779e-09,5.09614274773833e-09
"30",5.09614244576545e-09,0.000333338429476347,5.09614272711813e-09,5.0961422898551e-09,5.09614273305419e-09,5.09614211584414e-09,5.09614054705539e-09,5.09614446316981e-09,5.09614420343347e-09,5.09614240362075e-09,5.09614210552126e-09,5.09614099883311e-09,5.09614264716294e-09,5.09614309843912e-09,5.09614240099484e-09,5.0961424142737e-09,5.09614285910858e-09,5.09614220230685e-09,0.000333338429479303,5.09614300049182e-09,5.09614288779557e-09,0.000333338429475479,5.09614281933752e-09,-0.999666661570526,5.09614275417697e-09,5.09614261449997e-09,5.09614273487459e-09,5.09614255963468e-09,-0.99966666157052,4.00900000509614,-0.999666661570528,5.09614274070714e-09,5.09614271349425e-09,5.09614272895667e-09,5.09614272582834e-09,5.09614273640262e-09,5.09614272992589e-09,5.09614272912258e-09,5.0961428545472e-09,5.09614215106644e-09,5.09614306445532e-09,0.000333338429474982,0.000333338429477027,5.09614273119517e-09,5.09614271656873e-09,5.09614273367943e-09,5.09614273160036e-09,5.09614273006798e-09,5.09614272923894e-09,0.0003333384294752,5.09614272934408e-09,-0.999666661570523,5.09614272986564e-09,5.09614273017778e-09,5.09614184191751e-09,5.09614274945084e-09,5.09614273183775e-09,-7.11582686145548e-05,5.09614275311683e-09,5.09614273099093e-09,5.09614284577071e-09,5.09614253367771e-09,5.0961427322331e-09,5.09614272950205e-09,5.09614244619294e-09,5.09614273229525e-09,5.09614273050166e-09,5.09614273182652e-09,5.09614273125732e-09,0.000333338429475335,5.09614272862485e-09,5.0961427302035e-09,5.09614273124282e-09,5.09614273054465e-09,5.09614273091617e-09,5.09614274120484e-09,0.000333338429477962,5.09614273207979e-09,5.09614273077125e-09,5.09614275997427e-09,5.0961427299946e-09,5.09614273012357e-09,5.09614273102598e-09,5.09614273194289e-09,0.000333338429477334,5.09614268771095e-09,5.09614263596637e-09,5.0961427335262e-09,5.09614273382108e-09,5.09614319639856e-09,5.0961427311489e-09,5.09614273160968e-09,5.09614261920707e-09,5.09614271322873e-09,5.09614264552476e-09,5.09614273262518e-09,5.09614273126854e-09,5.09614265318755e-09,5.09614278617163e-09,0.000333338429478786,5.09614273082036e-09,5.09614281093985e-09,5.09614273045211e-09,0.000333338429476429,0.000333338429477957,5.09614270029098e-09,5.09614271979945e-09,5.09614274135919e-09,5.09614270751374e-09,5.09614272962307e-09,5.09614279046691e-09,5.09614269083529e-09,0.000333338429472672,5.09614311982748e-09,0.000333338429476924,5.09614261677461e-09,5.09614273047921e-09,5.0961427326635e-09,5.09614273297616e-09
"31",5.09614241956661e-09,0.000333338429473433,5.09614277900895e-09,5.09614270243287e-09,5.09614276518543e-09,5.09614265394543e-09,5.09614563647476e-09,5.09614281253796e-09,5.09614177683812e-09,5.09614285124536e-09,5.0961431464484e-09,5.09614330982179e-09,5.09614424705051e-09,5.09614336936588e-09,5.09614201516613e-09,5.09614033334911e-09,5.09614336590353e-09,5.09614339266416e-09,0.000333338429475882,5.09614256901821e-09,5.09614262502381e-09,0.000333338429475591,5.09614339075092e-09,0.000333338429474169,5.0961427390912e-09,5.09614303829924e-09,5.09614445391598e-09,5.09614272734539e-09,0.000333338429476486,-0.999666661570527,2.00900000509614,5.09614277622651e-09,5.09614299252543e-09,5.09614276192816e-09,5.09614279682822e-09,5.09614277731589e-09,5.09614276132529e-09,5.0961427611996e-09,5.09614284458428e-09,5.09614396383711e-09,5.09614238030839e-09,0.000333338429478255,0.00033333842947483,5.09614276503402e-09,5.09614271433075e-09,5.09614290710932e-09,5.09614276438212e-09,5.09614276547892e-09,5.09614276668277e-09,0.000333338429475876,5.09614276662528e-09,0.000333338429477777,5.09614276562895e-09,5.09614276531767e-09,5.09614300357057e-09,5.09614286764062e-09,5.09614276789921e-09,-7.11582686145543e-05,5.09614320846638e-09,5.09614276314927e-09,5.09614237559108e-09,5.09614100602148e-09,5.09614276552985e-09,5.09614276534668e-09,5.09614241975016e-09,5.09614276586305e-09,5.09614276650891e-09,5.09614276449986e-09,5.0961427679151e-09,0.000333338429475962,5.09614276774919e-09,5.09614276556024e-09,5.09614276394326e-09,5.09614276481718e-09,5.09614276529713e-09,5.09614272129437e-09,0.000333338429477758,5.09614276442787e-09,5.09614260731947e-09,5.09614275261344e-09,5.09614276952552e-09,5.09614276585978e-09,5.09614276556956e-09,5.0961427666491e-09,-0.999666661570525,5.09614302770139e-09,5.09614305789539e-09,5.09614276606401e-09,5.09614276438022e-09,5.0961399036612e-09,5.09614276390355e-09,5.09614276669537e-09,5.09614372339741e-09,5.09614272725379e-09,5.09614306588168e-09,5.09614276654534e-09,5.09614276708606e-09,5.09614312978746e-09,5.09614277325426e-09,0.000333338429476934,5.09614276707156e-09,5.09614137370609e-09,5.09614276813988e-09,0.000333338429475304,0.000333338429477282,5.09614278701179e-09,5.0961427573788e-09,5.09614277739355e-09,5.09614281654201e-09,5.09614276378719e-09,5.09614280972325e-09,5.09614276950591e-09,0.000333338429476485,5.09614165879548e-09,0.000333338429475814,5.09614317534021e-09,5.09614276624253e-09,5.09614277205889e-09,5.09614276681501e-09
"32",5.09614277176182e-09,5.09614269339237e-09,5.09614277011063e-09,5.09614277601523e-09,5.09614277317356e-09,5.0961427855326e-09,5.0961427695111e-09,5.09614276932464e-09,5.09614286900132e-09,5.09614277450309e-09,5.09614277588734e-09,5.09614276920362e-09,5.09614277667477e-09,5.0961427139036e-09,5.09614277260901e-09,5.09614279968435e-09,5.09614277722809e-09,5.09614277620604e-09,5.09614283717152e-09,5.09614277140379e-09,5.09614277038035e-09,5.09614261611268e-09,5.0961427780062e-09,5.09614274179226e-09,5.09614277160941e-09,5.09614277274316e-09,5.09614265537935e-09,5.09614277265718e-09,5.09614279965136e-09,5.09614274063381e-09,5.09614277618667e-09,0.0150000050961428,5.0961429230202e-09,5.09614276978076e-09,5.096142712876e-09,5.09614277085702e-09,5.09614277576442e-09,5.09614277268428e-09,5.09614328199779e-09,5.09614309367569e-09,5.09614338633172e-09,5.0961428220685e-09,5.09614291354667e-09,5.0961427716669e-09,5.09614268309787e-09,5.09614276672438e-09,5.09614277269551e-09,5.09614277452415e-09,5.09614277393906e-09,5.09614271811228e-09,5.09614276894845e-09,5.09614280661131e-09,5.09614277356287e-09,5.0961427716795e-09,5.09614276769453e-09,5.09614274625633e-09,5.0961427708187e-09,-7.11582686145538e-05,5.09614296760301e-09,5.09614276983636e-09,5.09614265579527e-09,5.09614277123028e-09,5.09614277273193e-09,5.09614277601821e-09,5.09614277259589e-09,5.09614277217067e-09,5.0961427704855e-09,5.09614277140379e-09,5.09614277205431e-09,5.09614301716183e-09,5.09614277343339e-09,5.09614277129865e-09,5.09614277247349e-09,5.09614277163979e-09,5.09614277062896e-09,5.09614283285092e-09,5.09614276184257e-09,5.09614277312073e-09,5.09614278097369e-09,5.09614289024505e-09,5.09614277149632e-09,5.09614277379369e-09,5.0961427720127e-09,5.09614277122199e-09,5.09614271052167e-09,5.09614192850226e-09,5.09614265188092e-09,5.09614277321188e-09,5.09614277255808e-09,5.09614287114179e-09,5.09614277216273e-09,5.09614277134958e-09,5.09614274318947e-09,5.09614308069583e-09,5.09614267981653e-09,5.09614277136218e-09,5.09614277187579e-09,5.0961426642774e-09,5.09614275218577e-09,5.09614282724086e-09,5.09614277072288e-09,5.09614300314567e-09,5.09614277192672e-09,5.09614275605814e-09,5.09614278917742e-09,5.09614266215805e-09,5.09614267342658e-09,5.09614286900077e-09,5.09614275091282e-09,5.09614277196505e-09,5.09614280583936e-09,5.09614243217564e-09,5.09614264732964e-09,5.09614205118749e-09,5.09614270474194e-09,5.09614288590458e-09,5.0961427712762e-09,5.09614277302681e-09,5.09614277146922e-09
