8.592573654493801394e-02,0.000000000000000000e+00,-2.003327410151567282e-03
8.895790890381570504e-02,1.138973838338109244e-02,-8.815920855353381966e-04
9.163304918680198474e-02,2.254742816977679462e-02,6.138735855667469153e-04
9.392618034685820683e-02,3.324574839944415688e-02,2.490195843544117538e-03
9.581384099226464279e-02,4.326673706870652614e-02,4.731731191301343994e-03
9.727427096376643767e-02,5.240623177428149065e-02,7.295371254240440480e-03
9.828759068476117244e-02,6.047802921173858065e-02,1.010657885913701301e-02
9.883597289442068445e-02,6.731767878463172650e-02,1.305660587044028473e-02
9.890380539410714711e-02,7.278583303528991799e-02,1.600136087433174509e-02
9.847784346874263739e-02,7.677108663733479832e-02,1.876238137283300217e-02
9.754735068694064815e-02,7.919224610976992318e-02,2.113031505785037054e-02
9.610422683662167564e-02,7.999998401066946152e-02,2.287122399049653157e-02
9.414312181634600096e-02,7.917784390878571110e-02,2.373589249874604248e-02
9.166153437644540547e-02,7.674257565830723549e-02,2.347214569651388458e-02
8.865989468787012495e-02,7.274379414605454397e-02,2.183997556157205727e-02
8.514162981004494424e-02,6.726296846362003756e-02,1.862903409488192094e-02
8.111321123142756218e-02,6.041176209853264811e-02,1.367780062785437997e-02
7.658418376726061627e-02,5.232975796052764805e-02,6.893478785786705428e-03
7.156717521751980449e-02,4.318161459205150515e-02,-1.728553185855587941e-03
6.607788631350801356e-02,3.315371150088762542e-02,-1.208710625422239338e-02
6.013506061308419165e-02,2.245035196114854650e-02,-2.396085528963422598e-02
5.376043414123671260e-02,1.128960064478937673e-02,-3.699886787309383807e-02
4.697866471364584018e-02,-1.011591144301831957e-04,-5.071747654847960640e-02
3.981724102499625828e-02,-1.148985791054544202e-02,-6.450481609441044428e-02
3.230637173003928636e-02,-2.264446832658045111e-02,-7.763405883243398864e-02
2.447885489265309161e-02,-3.333773214027999088e-02,-8.928597256593498455e-02
1.636992832527339736e-02,-4.335179036475241693e-02,-9.858090752276216229e-02
8.017101486919218922e-03,-5.248262179398748700e-02,-1.046197104961928692e-01
-5.400302485542078602e-04,-6.054419962463426091e-02,-1.065323958373476237e-01
-9.259988002533690518e-03,-6.737228146919245486e-02,-1.035327125874001136e-01
-1.809962739356534706e-02,-7.282775554486262126e-02,-9.497608070172706973e-02
-2.701437091545481201e-02,-7.679947486454660743e-02,-8.041777772639552291e-02
-3.595845335372330892e-02,-7.920652168766684209e-02,-5.966779284343052409e-02
-4.488517878848027887e-02,-7.999985609606349857e-02,-3.283847824906586249e-02
-5.374718762672705402e-02,-7.916331510774241020e-02,-3.810625632123756002e-04
-6.249673201209200030e-02,-7.671394197305107798e-02,3.689271871299103223e-02
-7.108595787589651327e-02,-7.270163894437382812e-02,7.780715504544120920e-02
-7.946719182107744861e-02,-6.720815059363551003e-02,1.208397911409535841e-01
-8.759323097057761243e-02,-6.034539839097306096e-02,1.641608883700048371e-01
-9.541763386499343969e-02,-5.225320047500246756e-02,2.056954247335208430e-01
-1.028950104610813626e-01,-4.309642307089250196e-02,2.432065520977169104e-01
-1.099813092636067191e-01,-3.306162159177125637e-02,2.743979543041940583e-01
-1.166340996182954892e-01,-2.235323985591406923e-02,2.970310797258610691e-01
-1.228128472035408952e-01,-1.118944485488379895e-02,3.090518578397576932e-01
-1.284791807831134614e-01,2.023180671137307749e-04,3.087203553538272471e-01
