-6.954490377639390916e-03,-5.195853235245039697e-02
-6.907871852471733284e-03,-5.143901381980908738e-02
-6.896504714887637284e-03,-5.130965383688105425e-02
-6.919240135499872719e-03,-5.156416969789905796e-02
-6.876010665465008727e-03,-5.108312543548330920e-02
-6.917097308814333136e-03,-5.154114019821787185e-02
-6.959741009121618582e-03,-5.201668334041766040e-02
-6.432448666834403132e-03,-4.611726858452162847e-02
-6.413756927450482356e-03,-4.591726700786590704e-02
-6.406833124134377923e-03,-4.584278011948583753e-02
-6.399687705379357612e-03,-4.575584099462225857e-02
-6.397124900555383430e-03,-4.572844311748928275e-02
-5.524806331101993206e-03,-3.599131513382463482e-02
-5.508456282960315885e-03,-3.583249656962872454e-02
-5.597195613500164854e-03,-3.671207410788206865e-02
-5.626745226285995854e-03,-3.700377492432868620e-02
-5.638733170859513977e-03,-3.712147068297116242e-02
-5.674928926571743901e-03,-3.747888517573499945e-02
-5.497450949707904412e-03,-3.572817053149505984e-02
-1.768953373783225397e-02,-2.580219196840919348e-03
-1.775514461418304865e-02,-2.594552852056913710e-03
-3.957446513773754670e-02,2.900626538407695756e-02
-4.181097371667651802e-02,3.153884041562676072e-02
-4.230918846675114919e-02,3.210734675063935117e-02
-4.262019748026493055e-02,3.246220899018572442e-02
-4.096407248945510560e-02,3.056951410229671179e-02
-6.155086056879864598e-02,6.487716636278524629e-02
-6.701305931146962769e-02,7.424781790648198043e-02
-7.272216871544602557e-02,8.440029116370618978e-02
-7.444122276860454246e-02,8.741005443125707264e-02
-7.385108811078183733e-02,8.637430359304897054e-02
-6.760771004092230863e-02,7.537120935198528271e-02
-6.816821918580602546e-02,7.631090260412234927e-02
-5.856341329824032299e-02,5.985027562923363881e-02
-6.076800819154333511e-02,6.330750306034160779e-02
-6.130823292694038279e-02,6.415803458343340149e-02
-6.167617145329629819e-02,6.473543878963282372e-02
-5.550498875340980492e-02,5.426392837092620935e-02
-5.612531917191870140e-02,5.517445444918980119e-02
-5.636005848541722485e-02,5.551960350802297856e-02
-5.569837751389595387e-02,5.453743936380098245e-02
-5.547308623611255790e-02,5.420730694741786315e-02
-5.237332332912252031e-02,4.782110833307616493e-02
-5.204694792455472063e-02,4.737391589556704669e-02
-5.167359359282440445e-02,4.686641863856121082e-02
-5.209550455361253857e-02,4.746358695835888736e-02
-5.345180944321894362e-02,4.933745206139418527e-02
-5.304340893296680126e-02,4.877367153436693026e-02
-5.108709812605401190e-02,4.606947485634673572e-02
-5.172844372227633492e-02,4.693877420402123996e-02
-4.332643773015371069e-02,3.455749341855504642e-02
-4.319225629186990850e-02,3.439746678979505728e-02
-3.842523237146922704e-02,2.771806668592451811e-02
-1.474872353388019270e-03,-6.741374564032603933e-02
-1.478170919677679069e-03,-6.763940552161643027e-02
-1.504247939647886849e-03,-6.945260403419484252e-02
-1.509840046482537144e-03,-6.984075613949473904e-02
-1.478894312971017503e-03,-6.769472530346275219e-02
